,HEI,Course Code,INSTITUTION and COURSE,EOS,Mid
754,University of Limerick,LM028,Criminal Justice,387.0,409.0
755,University of Limerick,LM029,Law Plus,473.0,499.0
756,University of Limerick,LM038,Psychology and Sociology,478.0,489.0
757,University of Limerick,LM039,Journalism and New Media,388.0,430.0
758,University of Limerick,LM040,European Studies,350.0,462.0
759,University of Limerick,LM044,Applied Languages,404.0,473.0
760,University of Limerick,LM050,Business Studies,419.0,455.0
761,University of Limerick,LM056,International Business,511.0,543.0
762,University of Limerick,LM058,Financial Mathematics,434.0,543.0
763,University of Limerick,LM063,Technology Management,372.0,409.0
764,University of Limerick,LM068,Food Science and Health,400.0,430.0
765,University of Limerick,LM076,Product Design and Technology (portfolio required),402.0,466.0
766,University of Limerick,LM077,Aeronautical Engineering,469.0,531.0
767,University of Limerick,LM082,Construction Management and Engineering,368.0,404.0
768,University of Limerick,LM089,Sport and Exercise Sciences,441.0,466.0
769,University of Limerick,LM090,Physical Education with concurrent Teacher Education,498.0,520.0
770,University of Limerick,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478.0,509.0
771,University of Limerick,LM093,Equine Science,338.0,381.0
772,University of Limerick,LM094,Materials and Architectural Technology with concurrent Teacher Education,405.0,433.0
773,University of Limerick,LM095,Materials and Engineering Technology with concurrent Teacher Education,358.0,409.0
774,University of Limerick,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382.0,422.0
775,University of Limerick,LM099,Architecture (portfolio required),419.0,473.0
776,University of Limerick,LM100,Physiotherapy,565.0,577.0
777,University of Limerick,LM101,Medicine  - Graduate Entry (GAMSAT required),55.0,57.0
778,University of Limerick,LM102,Psychology,495.0,519.0
779,University of Limerick,LM103,Paramedic Studies (B and C1 Drivers Licence),313.0,403.0
780,University of Limerick,LM115,Chemical and Biochemical Engineering,456.0,520.0
781,University of Limerick,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434.0,498.0
782,University of Limerick,LM118,Electronic and Computer Engineering,401.0,498.0
783,University of Limerick,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352.0,420.0
784,University of Limerick,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330.0,430.0
785,University of Limerick,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412.0,455.0
786,University of Limerick,LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scienc,427.0,521.0
787,University of Limerick,LM125,Physics (Applied Physics/Mathematics and Physics),405.0,509.0
788,University of Limerick,LM150,General Nursing,440.0,463.0
789,University of Limerick,LM152,Mental Health Nursing,388.0,418.0
790,University of Limerick,LM154,Intellectual Disability Nursing,381.0,408.0
791,University of Limerick,LM156,Midwifery,429.0,444.0
792,Pontifical University St Patrick's College,MU001,Theology and Arts,290.0,318.0
793,Pontifical University St Patrick's College,MU002,Theology,292.0,377.0
794,Maynooth University,MH001,Education - Primary Teaching (Froebel),496.0,520.0
795,Maynooth University,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),441.0,
796,Maynooth University,MH101,Arts,316.0,369.0
797,Maynooth University,MH103,Music,,367.0
798,Maynooth University,MH106,Psychology - 3 years,495.0,499.0
799,Maynooth University,MH107,Social Science,326.0,349.0
800,Maynooth University,MH109,Media Studies,317.0,377.0
801,Maynooth University,MH116,Community and Youth Work (Full-Time),,271.0
802,Maynooth University,MH201,Science,350.0,392.0
803,Maynooth University,MH202,Biotechnology,429.0,446.0
804,Maynooth University,MH204,Physics with Astrophysics,420.0,488.0
805,Maynooth University,MH206,Theoretical Physics and Mathematics,498.0,566.0
806,Maynooth University,MH207,Data Science,434.0,466.0
807,Maynooth University,MH208,Biological and Biomedical Sciences,451.0,476.0
808,Maynooth University,MH209,Psychology (through Science) - 4 years,473.0,485.0
809,Maynooth University,MH210,Pharmaceutical and Biomedical Chemistry,446.0,466.0
810,Maynooth University,MH212,Science/Computer Science/Mathematics (with Education) - options,444.0,476.0
811,Maynooth University,MH304,Engineering (Computer/Electronic/Communications),371.0,423.0
812,Maynooth University,MH305,Product Design,358.0,411.0
813,Maynooth University,MH306,Robotics and Intelligent Devices,361.0,424.0
814,Maynooth University,MH401,Finance (options),352.0,392.0
815,Maynooth University,MH402,Quantitative Finance,476.0,487.0
816,Maynooth University,MH403,Accounting and Finance,402.0,432.0
817,Maynooth University,MH404,Business (options),400.0,429.0
818,Maynooth University,MH405,Equine Business,357.0,398.0
819,Maynooth University,MH407,Business and Accounting,401.0,420.0
820,Maynooth University,MH411,Entrepreneurship,358.0,388.0
821,Maynooth University,MH501,LLB Law - four year Single Major Law programme,451.0,476.0
822,Maynooth University,MH502,Law (options),410.0,442.0
823,Maynooth University,MH601,Computer Science through Arts (options),342.0,369.0
824,Maynooth University,MH602,Computer Science through Science (options),357.0,413.0
825,Maynooth University,MH603,Computational Thinking,520.0,543.0
826,Maynooth University,MH801,Early Childhood - Teaching and Learning (part-time),347.0,358.0
827,Maynooth University,MH802,Community and Youth Work (part-time in service,,
828,Maynooth University,MH803,Local Studies or Community Studies (part-time evening)- Mature Students,,
829,St. Angela`s College,AS001,Education Home Economics and Biology - with concurrent Teacher Ed,456.0,497.0
830,St. Angela`s College,AS002,Education Home Economics and Religious Ed - with concurrent Teacher Ed,400.0,433.0
831,St. Angela`s College,AS003,Education Home Economics and Irish - with concurrent Teacher Ed,421.0,457.0
832,St. Angela`s College,AS051,Nutrition Food and Business Management,337.0,399.0
833,St. Angela`s College,AS054,Home Economics,387.0,401.0
834,St. Angela`s College,AS110,General Nursing,391.0,409.0
835,St. Angela`s College,AS130,Intellectual Disability Nursing,317.0,338.0
836,Institute of Technology Sligo,SG141,Business,252.0,317.0
837,Institute of Technology Sligo,SG142,Business in International Marketing and Sales with French,270.0,388.0
838,Institute of Technology Sligo,SG144,Business in International Marketing and Sales with Spanish,280.0,388.0
839,Institute of Technology Sligo,SG146,Accounting,307.0,347.0
840,Institute of Technology Sligo,SG147,Sport with Business,269.0,316.0
841,Institute of Technology Sligo,SG148,Tourism with Event Management,246.0,282.0
842,Institute of Technology Sligo,SG149,Business in Finance and Investment,262.0,357.0
843,Institute of Technology Sligo,SG241,Performing Arts,279.0,348.0
844,Institute of Technology Sligo,SG242,Early Childhood Care and Education,278.0,318.0
845,Institute of Technology Sligo,SG243,Social Care Practice,297.0,338.0
846,Institute of Technology Sligo,SG244,Fine Art,355.0,496.0
847,Institute of Technology Sligo,SG245,Creative Design,261.0,338.0
848,Institute of Technology Sligo,SG246,Computing,295.0,368.0
849,Institute of Technology Sligo,SG247,English and Psychology,308.0,336.0
850,Institute of Technology Sligo,SG248,Sociology and Politics,282.0,320.0
851,Institute of Technology Sligo,SG249,Writing and Literature,279.0,338.0
852,Institute of Technology Sligo,SG250,Application Design and User Experience,290.0,431.0
853,Institute of Technology Sligo,SG251,Computing (Smart Technologies),303.0,391.0
854,Institute of Technology Sligo,SG252,Software Development,300.0,354.0
855,Institute of Technology Sligo,SG253,Computer Networks and Cloud Infrastructure,273.0,341.0
856,Institute of Technology Sligo,SG343,Quantity Surveying,261.0,302.0
857,Institute of Technology Sligo,SG346,Construction Project Management and Applied Technology,289.0,351.0
858,Institute of Technology Sligo,SG347,Architecture,309.0,357.0
859,Institute of Technology Sligo,SG441,Environmental Science,297.0,358.0
860,Institute of Technology Sligo,SG442,Occupational Safety and Health,289.0,330.0
861,Institute of Technology Sligo,SG443,Human Nutrition,357.0,419.0
862,Institute of Technology Sligo,SG444,Science (Undenominated),308.0,369.0
863,Institute of Technology Sligo,SG445,Pharmaceutical Science with Drug Development,347.0,369.0
864,Institute of Technology Sligo,SG446,Applied Archaeology,289.0,290.0
865,Institute of Technology Sligo,SG447,Health Science and Physical Activity,316.0,363.0
866,Institute of Technology Sligo,SG448,Forensic Investigation and Analysis,306.0,348.0
867,Institute of Technology Sligo,SG449,Medical Biotechnology,329.0,352.0
868,Institute of Technology Tralee,TL801,Animation Visual Effects and Motion Design,281.0,341.0
869,Institute of Technology Tralee,TL802,TV Radio and New Media,306.0,356.0
870,Institute of Technology Tralee,TL803,Music Technology,264.0,288.0
871,Institute of Technology Tralee,TL810,Computing with Software Development,309.0,341.0
872,Institute of Technology Tralee,TL811,Computing with Games Development,310.0,334.0
873,Institute of Technology Tralee,TL812,Computing with Digital Media,369.0,369.0
874,Institute of Technology Tralee,TL815,Computing (Degree Award options),308.0,378.0
875,Institute of Technology Tralee,TL823,Event Management (3 year programme),291.0,346.0
876,Institute of Technology Tralee,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307.0,372.0
877,Institute of Technology Tralee,TL842,Construction Management,,
878,Institute of Technology Tralee,TL844,Agricultural Engineering,311.0,368.0
879,Institute of Technology Tralee,TL845,Civil Engineering,300.0,364.0
880,Institute of Technology Tralee,TL847,Manufacturing Engineering,,
881,Institute of Technology Tralee,TL848,Agricultural Science,331.0,362.0
882,Institute of Technology Tralee,TL851,Wildlife Biology (Degree Award options),310.0,362.0
883,Institute of Technology Tralee,TL855,Pharmaceutical Science (Degree Award options),342.0,386.0
884,Institute of Technology Tralee,TL858,Veterinary Bioscience,326.0,369.0
885,Institute of Technology Tralee,TL871,Health and Leisure (Degree Award options),303.0,346.0
886,Institute of Technology Tralee,TL872,Health and Leisure with Massage,288.0,357.0
887,Institute of Technology Tralee,TL873,Coaching and Sports Performance,282.0,336.0
888,Institute of Technology Tralee,TL880,Early Childhood Care and Education,307.0,347.0
889,Institute of Technology Tralee,TL881,Social Care,308.0,356.0
890,Institute of Technology Tralee,TL889,Counselling with Addiction - Mature applicants only,,
891,Institute of Technology Tralee,TL890,General Nursing and Mature Applicants,407.0,431.0
892,Institute of Technology Tralee,TL891,Mental Health Nursing and Mature Applicants,367.0,379.0
893,Waterford Institute of Technology,WD001,Applied Computing (options),279.0,358.0
894,Waterford Institute of Technology,WD002,Science (options),302.0,377.0
895,Waterford Institute of Technology,WD005,Health Sciences (options),288.0,347.0
896,Waterford Institute of Technology,WD006,Exercise Sciences (options),282.0,337.0
897,Waterford Institute of Technology,WD007,Engineering (options),287.0,382.0
898,Waterford Institute of Technology,WD025,Construction Management and Engineering,269.0,327.0
899,Waterford Institute of Technology,WD027,Music,290.0,317.0
900,Waterford Institute of Technology,WD048,Business (options),278.0,357.0
901,Waterford Institute of Technology,WD084,Accounting,307.0,403.0
902,Waterford Institute of Technology,WD091,Hospitality Management,210.0,281.0
903,Waterford Institute of Technology,WD116,General Nursing,413.0,430.0
904,Waterford Institute of Technology,WD117,Psychiatric Nursing,361.0,382.0
905,Waterford Institute of Technology,WD120,Intellectual Disability Nursing,338.0,359.0
906,Waterford Institute of Technology,WD134,International Business,289.0,350.0
907,Waterford Institute of Technology,WD137,Design (Visual Communications),253.0,373.0
908,Waterford Institute of Technology,WD140,Laws,290.0,352.0
909,Waterford Institute of Technology,WD144,Architecture,283.0,385.0
910,Waterford Institute of Technology,WD147,Pharmaceutical Science,298.0,363.0
911,Waterford Institute of Technology,WD148,Tourism Marketing,269.0,338.0
912,Waterford Institute of Technology,WD149,Early Childhood Studies,288.0,336.0
913,Waterford Institute of Technology,WD150,Criminal Justice Studies,271.0,311.0
914,Waterford Institute of Technology,WD152,Visual Art,253.0,323.0
915,Waterford Institute of Technology,WD161,Computer Forensics and Security,262.0,401.0
916,Waterford Institute of Technology,WD162,Quantity Surveying,260.0,320.0
917,Waterford Institute of Technology,WD163,Psychology,390.0,429.0
918,Waterford Institute of Technology,WD186,Sports Coaching and Performance,276.0,327.0
919,Waterford Institute of Technology,WD187,Social Science,271.0,321.0
920,Waterford Institute of Technology,WD191,Agricultural Science,378.0,421.0
921,Waterford Institute of Technology,WD192,Social Care Practice,279.0,323.0
922,Waterford Institute of Technology,WD193,Marketing and Digital Media,290.0,358.0
923,Waterford Institute of Technology,WD194,Culinary Arts,235.0,331.0
924,Waterford Institute of Technology,WD195,Architectural and Building Information Modelling Technology,266.0,305.0
925,Waterford Institute of Technology,WD200,Arts (options),221.0,296.0
926,Waterford Institute of Technology,WD210,Software Systems Development,271.0,329.0
927,Waterford Institute of Technology,WD211,Creative Computing,275.0,322.0
928,Waterford Institute of Technology,WD212,Recreation and Sport Management,274.0,311.0
929,Waterford Institute of Technology,WD230,Mechanical and Manufacturing Engineering,273.0,348.0
